episode,alice_start,alice_end,alice_goal,bob_start,bob_end,bob_goal,performance,scenario,env_change_rate
78,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
79,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
80,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
81,"(1, 0)","(1, 4)","(1, 7)","(1, 7)","(1, 3)","(1, 0)",0.5714285714285714,Asymmetrical_Two_Slot_Corridor,1000
82,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
83,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
84,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
85,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
86,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
87,"(1, 0)","(1, 6)","(1, 7)","(1, 7)","(2, 4)","(1, 0)",0.5714285714285714,Asymmetrical_Two_Slot_Corridor,1000
88,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 2)","(1, 0)",0.8571428571428572,Asymmetrical_Two_Slot_Corridor,1000
89,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
90,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
91,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
92,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
93,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
94,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
95,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
96,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
97,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 2)","(1, 0)",0.8571428571428572,Asymmetrical_Two_Slot_Corridor,1000
98,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
99,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
100,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
101,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
102,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
103,"(1, 0)","(1, 6)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",0.9285714285714286,Asymmetrical_Two_Slot_Corridor,1000
104,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
105,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
106,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
107,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
108,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
109,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
110,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
111,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
112,"(1, 0)","(1, 5)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",0.8571428571428572,Asymmetrical_Two_Slot_Corridor,1000
113,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
114,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
115,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
116,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
117,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
118,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
119,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
120,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
121,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
122,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
123,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
124,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
125,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
126,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
127,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
128,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
129,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
130,"(1, 0)","(1, 6)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",0.9285714285714286,Asymmetrical_Two_Slot_Corridor,1000
131,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 1)","(1, 0)",0.9285714285714286,Asymmetrical_Two_Slot_Corridor,1000
132,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
133,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
134,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
135,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
136,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
137,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
138,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
139,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
140,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
141,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
142,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
143,"(1, 0)","(1, 6)","(1, 7)","(1, 7)","(1, 1)","(1, 0)",0.8571428571428572,Asymmetrical_Two_Slot_Corridor,1000
144,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
145,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
146,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
147,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
148,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
149,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
150,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
151,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
152,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
153,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
154,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
155,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
156,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
157,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
158,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
159,"(1, 0)","(1, 4)","(1, 7)","(1, 7)","(1, 1)","(1, 0)",0.7142857142857143,Asymmetrical_Two_Slot_Corridor,1000
160,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
161,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
162,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
163,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
164,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
165,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
166,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
167,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
168,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
169,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
170,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
171,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
172,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
173,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
174,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
175,"(1, 0)","(2, 4)","(1, 7)","(1, 7)","(0, 3)","(1, 0)",0.4285714285714286,Asymmetrical_Two_Slot_Corridor,1000
176,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
177,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
178,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
179,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
180,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
181,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
182,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
183,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
184,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
185,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
186,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
187,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
188,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
189,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
190,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
191,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
192,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
193,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
194,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
195,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
196,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
197,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
198,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
199,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
200,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
201,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
202,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
203,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
204,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
205,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
206,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
207,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
208,"(1, 0)","(1, 6)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",0.9285714285714286,Asymmetrical_Two_Slot_Corridor,1000
209,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
210,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
211,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
212,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
213,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
214,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
215,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
216,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
217,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
218,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
219,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
220,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
221,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
222,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
223,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 1)","(1, 0)",0.9285714285714286,Asymmetrical_Two_Slot_Corridor,1000
224,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
225,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
757,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
757,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
226,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
758,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
758,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
227,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
759,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
759,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
228,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
760,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
760,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
229,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
761,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
761,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
230,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
762,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
762,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
231,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
763,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
763,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
232,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
764,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
764,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
233,"(1, 0)","(1, 6)","(1, 7)","(1, 7)","(1, 1)","(1, 0)",0.8571428571428572,Asymmetrical_Two_Slot_Corridor,1000
765,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 2)","(1, 0)",0.8571428571428572,Asymmetrical_Two_Slot_Corridor,1000
765,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
234,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
766,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
766,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
235,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
767,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
767,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
236,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
768,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
768,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
237,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
769,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
769,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
238,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
770,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
770,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
239,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
771,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
771,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
240,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
772,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
772,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
773,"(1, 0)","(1, 7)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",1,Asymmetrical_Two_Slot_Corridor,1000
241,"(1, 0)","(0, 3)","(1, 7)","(1, 7)","(1, 0)","(1, 0)",0.6428571428571428,Asymmetrical_Two_Slot_Corridor,1000
